methodName,doc,parentName,parsedAPIReferenceUrl,pythonReferenceUrl
update,"Update the actor version with specified fields.

https://docs.apify.com/api/v2#/reference/actors/version-object/update-version

Args:
    build_tag (str, optional): Tag that is automatically set to the latest successful build of the current version.
    env_vars (list of dict, optional): Environment variables that will be available to the actor run process,
        and optionally also to the build process. See the API docs for their exact structure.
    apply_env_vars_to_build (bool, optional): Whether the environment variables specified for the actor run
        will also be set to the actor build process.
    source_type (ActorSourceType, optional): What source type is the actor version using.
    source_files (list of dict, optional): Source code comprised of multiple files, each an item of the array.
        Required when ``source_type`` is ``ActorSourceType.SOURCE_FILES``. See the API docs for the exact structure.
    git_repo_url (str, optional): The URL of a Git repository from which the source code will be cloned.
        Required when ``source_type`` is ``ActorSourceType.GIT_REPO``.
    tarball_url (str, optional): The URL of a tarball or a zip archive from which the source code will be downloaded.
        Required when ``source_type`` is ``ActorSourceType.TARBALL``.
    github_gist_url (str, optional): The URL of a GitHub Gist from which the source will be downloaded.
        Required when ``source_type`` is ``ActorSourceType.GITHUB_GIST``.

Returns:
    dict: The updated actor version",ActorVersionClientAsync,https://docs.apify.com/api/v2#/reference/actors/version-object/update-version,https://docs.apify.com/api/client/python/reference/class/ActorVersionClientAsync#update
delete,"Delete the actor version.

https://docs.apify.com/api/v2#/reference/actors/version-object/delete-version",ActorVersionClientAsync,,https://docs.apify.com/api/client/python/reference/class/ActorVersionClientAsync#delete
env_vars,Retrieve a client for the environment variables of this actor version.,ActorVersionClientAsync,,https://docs.apify.com/api/client/python/reference/class/ActorVersionClientAsync#env_vars
env_var,"Retrieve the client for the specified environment variable of this actor version.

Args:
    env_var_name (str): The name of the environment variable for which to retrieve the resource client.

Returns:
    ActorEnvVarClientAsync: The resource client for the specified actor environment variable.",ActorVersionClientAsync,,https://docs.apify.com/api/client/python/reference/class/ActorVersionClientAsync#env_var
__init__,Initialize the WebhookDispatchClient.,WebhookDispatchClient,,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchClient#__init__
get,"Retrieve the webhook dispatch.

https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatch-object/get-webhook-dispatch

Returns:
    dict, optional: The retrieved webhook dispatch, or None if it does not exist",WebhookDispatchClient,https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatch-object/get-webhook-dispatch,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchClient#get
__init__,Initialize the WebhookDispatchClientAsync.,WebhookDispatchClientAsync,,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchClientAsync#__init__
get,"Retrieve the webhook dispatch.

https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatch-object/get-webhook-dispatch

Returns:
    dict, optional: The retrieved webhook dispatch, or None if it does not exist",WebhookDispatchClientAsync,https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatch-object/get-webhook-dispatch,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchClientAsync#get
__init__,Initialize the DatasetClient.,DatasetClient,,https://docs.apify.com/api/client/python/reference/class/DatasetClient#__init__
get,"Retrieve the dataset.

https://docs.apify.com/api/v2#/reference/datasets/dataset/get-dataset

Returns:
    dict, optional: The retrieved dataset, or None, if it does not exist",DatasetClient,https://docs.apify.com/api/v2#/reference/datasets/dataset/get-dataset,https://docs.apify.com/api/client/python/reference/class/DatasetClient#get
update,"Update the dataset with specified fields.

https://docs.apify.com/api/v2#/reference/datasets/dataset/update-dataset

Args:
    name (str, optional): The new name for the dataset

Returns:
    dict: The updated dataset",DatasetClient,https://docs.apify.com/api/v2#/reference/datasets/dataset/update-dataset,https://docs.apify.com/api/client/python/reference/class/DatasetClient#update
delete,"Delete the dataset.

https://docs.apify.com/api/v2#/reference/datasets/dataset/delete-dataset",DatasetClient,,https://docs.apify.com/api/client/python/reference/class/DatasetClient#delete
list_items,"List the items of the dataset.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items

Args:
    offset (int, optional): Number of items that should be skipped at the start. The default value is 0
    limit (int, optional): Maximum number of items to return. By default there is no limit.
    desc (bool, optional): By default, results are returned in the same order as they were stored.
        To reverse the order, set this parameter to True.
    clean (bool, optional): If True, returns only non-empty items and skips hidden fields (i.e. fields starting with the # character).
        The clean parameter is just a shortcut for skip_hidden=True and skip_empty=True parameters.
        Note that since some objects might be skipped from the output, that the result might contain less items than the limit value.
    fields (list of str, optional): A list of fields which should be picked from the items,
        only these fields will remain in the resulting record objects.
        Note that the fields in the outputted items are sorted the same way as they are specified in the fields parameter.
        You can use this feature to effectively fix the output format.
    omit (list of str, optional): A list of fields which should be omitted from the items.
    unwind (str, optional): Name of a field which should be unwound.
        If the field is an array then every element of the array will become a separate record and merged with parent object.
        If the unwound field is an object then it is merged with the parent object.
        If the unwound field is missing or its value is neither an array nor an object and therefore cannot be merged with a parent object,
        then the item gets preserved as it is. Note that the unwound items ignore the desc parameter.
    skip_empty (bool, optional): If True, then empty items are skipped from the output.
        Note that if used, the results might contain less items than the limit value.
    skip_hidden (bool, optional): If True, then hidden fields are skipped from the output, i.e. fields starting with the # character.
    flatten (list of str, optional): A list of fields that should be flattened
    view (str, optional): Name of the dataset view to be used

Returns:
    ListPage: A page of the list of dataset items according to the specified filters.",DatasetClient,https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items,https://docs.apify.com/api/client/python/reference/class/DatasetClient#list_items
iterate_items,"Iterate over the items in the dataset.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items

Args:
    offset (int, optional): Number of items that should be skipped at the start. The default value is 0
    limit (int, optional): Maximum number of items to return. By default there is no limit.
    desc (bool, optional): By default, results are returned in the same order as they were stored.
        To reverse the order, set this parameter to True.
    clean (bool, optional): If True, returns only non-empty items and skips hidden fields (i.e. fields starting with the # character).
        The clean parameter is just a shortcut for skip_hidden=True and skip_empty=True parameters.
        Note that since some objects might be skipped from the output, that the result might contain less items than the limit value.
    fields (list of str, optional): A list of fields which should be picked from the items,
        only these fields will remain in the resulting record objects.
        Note that the fields in the outputted items are sorted the same way as they are specified in the fields parameter.
        You can use this feature to effectively fix the output format.
    omit (list of str, optional): A list of fields which should be omitted from the items.
    unwind (str, optional): Name of a field which should be unwound.
        If the field is an array then every element of the array will become a separate record and merged with parent object.
        If the unwound field is an object then it is merged with the parent object.
        If the unwound field is missing or its value is neither an array nor an object and therefore cannot be merged with a parent object,
        then the item gets preserved as it is. Note that the unwound items ignore the desc parameter.
    skip_empty (bool, optional): If True, then empty items are skipped from the output.
        Note that if used, the results might contain less items than the limit value.
    skip_hidden (bool, optional): If True, then hidden fields are skipped from the output, i.e. fields starting with the # character.

Yields:
    dict: An item from the dataset",DatasetClient,https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items,https://docs.apify.com/api/client/python/reference/class/DatasetClient#iterate_items
